contact ID,cam code,oft code,payment method,year_donation,recency,freq,monetary_value
812820,PA,DON,PRE,2014,355,1,0
750374,PA,DON,PRE,2014,355,1,7
702805,PA,DON,PRE,2014,355,1,0
805597,PA,DON,PRE,2014,355,1,10
805706,PA,DON,PRE,2014,355,1,0
745778,PA,DON,PRE,2014,355,1,0
814353,PA,DON,PRE,2014,355,1,7
779571,PA,DON,PRE,2014,355,1,7
782184,PA,DON,PRE,2014,355,1,10
815775,PA,DON,PRE,2014,355,1,8
734234,PA,DON,PRE,2014,355,1,10
775320,PA,DON,PRE,2014,355,1,7
777944,PA,DON,PRE,2014,355,1,0
815347,PA,DON,PRE,2014,355,1,10
709343,PA,DON,PRE,2014,355,1,0
807261,PA,DON,PRE,2014,355,1,10
775364,PA,DON,PRE,2014,355,1,0
739636,PA,DON,PRE,2014,355,1,0
815865,PA,DON,PRE,2014,355,1,0
815416,PA,DON,PRE,2014,355,1,7
813825,PA,DON,PRE,2014,355,1,0
814704,PA,DON,PRE,2014,355,1,0
750655,PA,DON,PRE,2014,355,1,6
815090,PA,DON,PRE,2014,355,1,0
745432,PA,DON,PRE,2014,355,1,6
235878,PA,DON,PRE,2014,355,1,0
815656,PA,DON,PRE,2014,355,1,20
815420,PA,DON,PRE,2014,355,1,7
814978,PA,DON,PRE,2014,355,1,0
815966,PA,DON,PRE,2014,355,1,10
814890,PA,DON,PRE,2014,355,1,0
811889,PA,DON,PRE,2014,355,1,10
751693,PA,DON,PRE,2014,355,1,7
769712,SITE,DON,CB,2014,361,1,50
749260,SITE,DON,CB,2014,362,1,50
748407,SITE,DON,CB,2014,362,1,30
180556,SITE,DON,CB,2014,358,1,50
769719,F,DON,CH,2014,358,1,20
24973,DIV,DON,CH,2014,357,1,30
36190,DIV,DON,CH,2014,357,1,72
94091,F,DON,CH,2014,357,1,30
2019,F,DON,CH,2014,357,1,150
260597,F,DON,CH,2014,357,1,40
3514,ADH,DON,CH,2014,355,2,20
3514,ADH,COTI,CH,2014,355,2,20
40290,ADH,DON,CH,2014,355,2,30
40290,ADH,COTI,CH,2014,355,2,30
36575,RA,DON,CH,2014,355,1,25
124489,F,DON,CH,2014,355,1,70
24175,F,DON,CH,2014,355,1,120
88377,F,DON,CH,2014,352,1,10
438439,FMD,DON,CH,2014,351,1,40
56103,F,DON,CH,2014,351,1,100
22461,F,DON,CH,2014,351,1,60
820308,SITE,DON,CB,2014,352,1,50
820305,SITE,DON,CB,2014,352,1,0
820311,SITE,DON,CB,2014,352,1,0
820314,SITE,DON,CB,2014,352,1,0
820302,SITE,DON,CB,2014,350,1,30
820299,SITE,DON,CB,2014,351,1,30
14731,SITE,DON,CB,2014,356,1,40
820320,URGENCE,DON,CB,2014,355,1,60
749254,SITE,DON,CB,2014,354,1,30
814546,SITE,DON,CB,2014,350,1,15
817072,SITE,DON,CB,2014,350,1,10
816790,SITE,DON,CB,2014,350,1,7
769657,SITE,DON,CB,2014,350,1,10
787825,SITE,DON,CB,2014,350,1,10
759147,SITE,DON,CB,2014,350,1,10
790197,SITE,DON,CB,2014,350,1,7
704808,F,DON,CH,2014,359,1,180
145124,F,DON,CH,2014,359,1,80
428052,F,DON,CH,2014,359,1,40
106104,DIV,DON,CH,2014,359,1,2000
1216,F,DON,CH,2014,359,1,20
21691,F,DON,CH,2014,359,1,50
6936,F,DON,CH,2014,359,1,120
280021,F,DON,CH,2014,350,1,15
72929,F,DON,CH,2014,349,1,30
176053,F,DON,CH,2014,349,1,100
1327517,F,DON,CH,2014,349,1,80
101393,F,DON,CH,2014,349,1,50
258244,F,DON,CH,2014,349,1,60
35910,F,DON,CH,2014,349,1,30
240180,F,DON,CH,2014,349,1,40
273944,RA,DON,CH,2014,349,1,40
102090,F,DON,CH,2014,348,1,45
257160,F,DON,CH,2014,348,1,200
71175,F,DON,CH,2014,348,1,20
13561,RF,DON,CH,2014,359,1,50
116874,ADH,DON,CH,2014,349,1,110
129652,ADH,COTI,CH,2014,349,1,15
31540,ADH,COTI,CH,2014,349,1,15
180885,ADH,COTI,CH,2014,349,1,15
9737,ADH,DON,CH,2014,349,2,100
9737,ADH,COTI,CH,2014,349,2,100
25305,ADH,COTI,CH,2014,349,2,40
25305,ADH,DON,CH,2014,349,2,40
6808,ADH,COTI,CH,2014,349,2,150
6808,ADH,DON,CH,2014,349,2,150
821228,ADH,DON,CH,2014,349,2,40
821228,ADH,COTI,CH,2014,349,2,40
5872,ADH,COTI,CH,2014,345,1,15
415065,F,DON,CH,2014,345,1,40
821258,SITE,DON,CB,2014,347,1,70
821246,URGENCE,DON,CB,2014,346,1,100
821255,SITE,DON,CB,2014,346,1,0
821252,SITE,DON,CB,2014,346,1,0
821249,SITE,DON,CB,2014,346,1,0
821280,SITE,DON,CB,2014,349,1,0
821286,SITE,DON,CB,2014,349,1,0
821283,SITE,DON,CB,2014,350,1,0
79577,FMD,DON,CH,2014,344,1,60
88587,F,DON,CH,2014,343,1,30
31103,F,DON,CH,2014,343,1,30
60264,F,DON,CH,2014,343,1,20
5691,F,DON,CH,2014,343,1,30
26752,F,DON,CH,2014,342,1,95
17150,F,DON,CH,2014,342,1,30
114940,ADH,COTI,CH,2014,342,1,40
9771,ADH,COTI,CH,2014,342,1,40
25190,ADH,COTI,CH,2014,342,1,15
70706,ADH,COTI,CH,2014,342,1,15
18905,ADH,DON,CH,2014,342,2,75
18905,ADH,COTI,CH,2014,342,2,75
821416,SITE,DON,CB,2014,341,1,30
821419,URGENCE,DON,CB,2014,341,1,60
821434,SITE,DON,CB,2014,341,1,0
821425,SITE,DON,CB,2014,342,1,0
821428,SITE,DON,CB,2014,342,1,0
821413,SITE,DON,CB,2014,342,1,0
821422,SITE,DON,CB,2014,342,1,0
821431,SITE,DON,CB,2014,343,1,0
821410,SITE,DON,CB,2014,343,1,100
821450,SITE,DON,CB,2014,340,1,70
821447,SITE,DON,CB,2014,340,1,45
821441,URGENCE,DON,CB,2014,339,1,30
821444,SITE,DON,CB,2014,339,1,2
821457,URGENCE,DON,CB,2014,341,1,30
749607,SITE,DON,CB,2014,338,1,60
821494,SITE,DON,CB,2014,338,1,0
821506,SITE,DON,CB,2014,338,1,0
821491,SITE,DON,CB,2014,337,1,70
821500,SITE,DON,CB,2014,337,1,0
821497,SITE,DON,CB,2014,337,1,0
821503,SITE,DON,CB,2014,337,1,0
821509,SITE,DON,CB,2014,337,1,70
265786,DIV,DON,CH,2014,342,2,20
8485,DIV,DON,CH,2014,342,1,70
135256,F,DON,CH,2014,342,1,40
188237,PROGSE,SIGN,CH,2014,342,2,50
188237,PROGSE,DON,CH,2014,342,2,50
273381,ADH,DON,CH,2014,342,2,25
273381,ADH,COTI,CH,2014,342,2,25
459467,ADH,COTI,CH,2014,342,2,25
459467,ADH,DON,CH,2014,342,2,25
110211,F,DON,CH,2014,342,1,80
202661,ADH,DON,CH,2014,342,1,70
70714,PROGSE,SIGN,CH,2014,342,2,30
70714,PROGSE,DON,CH,2014,342,2,30
146446,RA,DON,CH,2014,338,1,100
47363,F,DON,CH,2014,337,1,40
453657,F,DON,CH,2014,337,1,20
123937,DIV,DON,CH,2014,336,1,50
51806,ADH,COTI,CH,2014,342,1,15
821550,TW,DON,CH,2014,335,1,50
821552,TW,DON,CH,2014,335,1,250
821554,TW,DON,CH,2014,335,1,250
775553,TW,DON,CH,2014,335,1,50
821557,TW,DON,CH,2014,335,1,150
148163,ADH,COTI,CH,2014,335,1,40
30764,ADH,DON,CH,2014,335,2,60
30764,ADH,COTI,CH,2014,335,2,60
705915,ADH,DON,CH,2014,335,1,100
717945,ADH,DON,CH,2014,335,1,60
821563,DIV,DON,CH,2014,342,1,20
821565,TW,DON,CH,2014,342,1,100
173354,ADH,DON,CH,2014,342,2,150
173354,ADH,COTI,CH,2014,342,2,150
195604,DIV,DON,CH,2014,342,1,70
60977,ADH,COTI,CH,2014,342,1,10
821574,ADH,COTI,CH,2014,342,1,0
2259,ADH,COTI,CH,2014,342,1,0
821577,TW,DON,CH,2014,342,1,15
14621,TW,DON,CH,2014,342,1,440
821640,URGENCE,DON,CB,2014,334,1,60
821732,EVENT,DON,CB,2014,344,1,50
821735,EVENT,DON,CB,2014,344,1,40
821738,TW,DON,CB,2014,344,1,60
821741,EVENT,DON,CB,2014,344,1,20
821744,TW,DON,CB,2014,344,1,20
821747,EVENT,DON,CB,2014,344,1,20
821750,TW,DON,CB,2014,344,1,20
821753,EVENT,DON,CB,2014,344,1,26
821756,TW,DON,CB,2014,344,1,20
821759,EVENT,DON,CB,2014,344,1,10
821762,EVENT,DON,CB,2014,344,1,50
821765,EVENT,DON,CB,2014,344,1,20
821768,EVENT,DON,CB,2014,344,1,20
821771,EVENT,DON,CB,2014,344,1,50
821774,TW,DON,CB,2014,344,1,20
821777,EVENT,DON,CB,2014,344,1,10
821780,EVENT,DON,CB,2014,344,1,30
821783,TW,DON,CB,2014,344,1,10
821786,TW,DON,CB,2014,344,1,10
821789,TW,DON,CB,2014,344,1,20
821792,EVENT,DON,CB,2014,344,1,20
821795,TW,DON,CB,2014,344,1,50
821798,EVENT,DON,CB,2014,344,1,20
821801,EVENT,DON,CB,2014,344,1,20
821804,TW,DON,CB,2014,344,1,100
821807,TW,DON,CB,2014,344,1,20
821810,TW,DON,CB,2014,344,1,50
821813,EVENT,DON,CB,2014,344,1,5
821816,TW,DON,CB,2014,344,1,50
821819,EVENT,DON,CB,2014,344,1,20
821822,TW,DON,CB,2014,344,1,100
821825,EVENT,DON,CB,2014,344,1,50
771428,EVENT,DON,CB,2014,344,1,100
821829,EVENT,DON,CB,2014,358,1,50
821832,EVENT,DON,CB,2014,358,1,20
821835,EVENT,DON,CB,2014,358,1,50
821838,EVENT,DON,CB,2014,358,1,40
821841,TW,DON,CB,2014,358,1,20
821844,TW,DON,CB,2014,358,1,20
821847,EVENT,DON,CB,2014,358,1,25
821850,EVENT,DON,CB,2014,358,1,20
821853,EVENT,DON,CB,2014,358,1,15
821856,TW,DON,CB,2014,358,1,50
821859,EVENT,DON,CB,2014,358,1,5
821862,EVENT,DON,CB,2014,358,1,20
821865,EVENT,DON,CB,2014,358,1,30
821868,TW,DON,CB,2014,358,2,40
733187,TW,DON,CB,2014,358,1,100
821872,EVENT,DON,CB,2014,358,1,50
821878,EVENT,DON,CB,2014,358,1,200
821881,EVENT,DON,CB,2014,358,1,50
821884,EVENT,DON,CB,2014,358,1,25
821887,EVENT,DON,CB,2014,358,1,10
821890,TW,DON,CB,2014,358,1,20
821893,TW,DON,CB,2014,358,1,20
821896,EVENT,DON,CB,2014,358,1,10
821899,TW,DON,CB,2014,358,1,10
821902,TW,DON,CB,2014,358,1,50
821905,TW,DON,CB,2014,358,1,50
821908,TW,DON,CB,2014,358,1,100
821911,TW,DON,CB,2014,358,1,100
821914,EVENT,DON,CB,2014,358,1,15
821868,TW,DON,CB,2014,358,2,40
821917,EVENT,DON,CB,2014,359,1,10
821920,TW,DON,CB,2014,359,1,20
821923,EVENT,DON,CB,2014,359,1,20
821926,EVENT,DON,CB,2014,359,1,40
821929,EVENT,DON,CB,2014,359,1,50
821932,EVENT,DON,CB,2014,359,1,30
821935,TW,DON,CB,2014,359,1,50
821938,TW,DON,CB,2014,359,1,100
821941,TW,DON,CB,2014,359,1,25
821944,TW,DON,CB,2014,359,1,20
821947,EVENT,DON,CB,2014,359,1,20
821950,EVENT,DON,CB,2014,359,1,5
821953,TW,DON,CB,2014,359,1,50
821956,TW,DON,CB,2014,359,1,100
821959,EVENT,DON,CB,2014,359,1,50
821962,TW,DON,CB,2014,359,1,200
821965,TW,DON,CB,2014,359,1,20
821968,EVENT,DON,CB,2014,359,1,5
816562,TW,DON,CB,2014,359,1,20
821971,EVENT,DON,CB,2014,359,1,15
821974,EVENT,DON,CB,2014,359,1,10
821980,EVENT,DON,CB,2014,359,1,5
821983,EVENT,DON,CB,2014,359,1,100
821989,EVENT,DON,CB,2014,359,1,20
821992,EVENT,DON,CB,2014,359,1,15
821995,EVENT,DON,CB,2014,359,1,10
821998,EVENT,DON,CB,2014,360,1,100
822001,TW,DON,CB,2014,360,1,10
822004,TW,DON,CB,2014,360,1,50
822007,EVENT,DON,CB,2014,360,1,5
822010,EVENT,DON,CB,2014,360,1,30
822013,EVENT,DON,CB,2014,360,1,30
822016,TW,DON,CB,2014,360,1,50
822019,TW,DON,CB,2014,360,1,50
822022,EVENT,DON,CB,2014,360,1,20
822025,TW,DON,CB,2014,360,1,100
822034,TW,DON,CB,2014,360,1,20
822037,TW,DON,CB,2014,360,1,22
790821,TW,DON,CB,2014,360,1,40
822040,EVENT,DON,CB,2014,342,1,50
822043,TW,DON,CB,2014,342,1,20
822046,TW,DON,CB,2014,342,1,100
822049,EVENT,DON,CB,2014,342,1,20
822052,TW,DON,CB,2014,342,1,50
822055,EVENT,DON,CB,2014,342,1,15
822058,TW,DON,CB,2014,342,1,20
822061,EVENT,DON,CB,2014,342,1,10
822064,TW,DON,CB,2014,342,1,10
822067,EVENT,DON,CB,2014,342,1,50
822070,TW,DON,CB,2014,342,1,50
822073,TW,DON,CB,2014,342,1,30
822076,EVENT,DON,CB,2014,342,1,50
822079,TW,DON,CB,2014,342,1,50
822082,TW,DON,CB,2014,342,1,20
822085,EVENT,DON,CB,2014,342,1,10
822088,EVENT,DON,CB,2014,342,1,50
822091,EVENT,DON,CB,2014,342,1,20
822094,TW,DON,CB,2014,342,1,50
822097,EVENT,DON,CB,2014,342,1,20
822100,EVENT,DON,CB,2014,342,1,20
822103,TW,DON,CB,2014,342,1,20
822106,EVENT,DON,CB,2014,342,1,5
822109,EVENT,DON,CB,2014,342,1,50
822112,EVENT,DON,CB,2014,353,1,20
822115,EVENT,DON,CB,2014,353,1,20
822118,EVENT,DON,CB,2014,353,1,50
822121,EVENT,DON,CB,2014,353,1,20
822124,TW,DON,CB,2014,353,1,20
822127,TW,DON,CB,2014,353,1,20
822130,EVENT,DON,CB,2014,353,1,20
822133,TW,DON,CB,2014,353,1,10
822136,TW,DON,CB,2014,353,1,10
822139,TW,DON,CB,2014,353,1,40
822142,EVENT,DON,CB,2014,353,1,20
822145,TW,DON,CB,2014,353,1,15
822148,TW,DON,CB,2014,353,1,50
822151,EVENT,DON,CB,2014,353,1,10
822154,EVENT,DON,CB,2014,353,1,30
822157,EVENT,DON,CB,2014,353,1,20
822160,TW,DON,CB,2014,353,1,100
822163,EVENT,DON,CB,2014,353,1,50
822166,TW,DON,CB,2014,353,1,5
822172,EVENT,DON,CB,2014,353,1,20
822175,TW,DON,CB,2014,353,1,50
822178,EVENT,DON,CB,2014,353,1,50
822181,EVENT,DON,CB,2014,353,1,20
822184,EVENT,DON,CB,2014,353,1,50
818501,TW,DON,CB,2014,353,1,360
822187,EVENT,DON,CB,2014,353,1,20
822190,TW,DON,CB,2014,353,1,20
822193,EVENT,DON,CB,2014,353,1,50
822196,TW,DON,CB,2014,353,1,20
822199,TW,DON,CB,2014,353,1,20
822202,TW,DON,CB,2014,353,1,50
822205,EVENT,DON,CB,2014,353,1,20
822208,EVENT,DON,CB,2014,353,1,20
822211,TW,DON,CB,2014,353,1,20
822214,EVENT,DON,CB,2014,353,1,30
822217,TW,DON,CB,2014,353,1,50
822220,TW,DON,CB,2014,353,1,20
822223,EVENT,DON,CB,2014,353,1,40
822226,EVENT,DON,CB,2014,353,1,20
822229,TW,DON,CB,2014,353,1,50
822232,EVENT,DON,CB,2014,350,1,10
822235,EVENT,DON,CB,2014,350,1,20
822238,EVENT,DON,CB,2014,350,1,10
822241,EVENT,DON,CB,2014,350,1,50
822244,TW,DON,CB,2014,350,1,50
822247,TW,DON,CB,2014,350,1,50
822250,TW,DON,CB,2014,350,1,50
822256,TW,DON,CB,2014,350,1,69
822259,TW,DON,CB,2014,350,1,50
822262,EVENT,DON,CB,2014,350,1,20
822265,EVENT,DON,CB,2014,350,1,25
822268,EVENT,DON,CB,2014,350,1,10
822271,EVENT,DON,CB,2014,350,1,20
822274,EVENT,DON,CB,2014,350,1,20
822277,EVENT,DON,CB,2014,350,1,50
822280,EVENT,DON,CB,2014,350,1,5
822283,EVENT,DON,CB,2014,350,1,10
822286,EVENT,DON,CB,2014,350,1,20
822289,EVENT,DON,CB,2014,350,1,20
822292,EVENT,DON,CB,2014,350,1,40
822295,TW,DON,CB,2014,350,1,50
822298,TW,DON,CB,2014,350,1,100
822301,TW,DON,CB,2014,350,1,10
822304,EVENT,DON,CB,2014,350,1,50
822310,EVENT,DON,CB,2014,350,1,20
822313,TW,DON,CB,2014,350,1,30
822316,TW,DON,CB,2014,350,1,20
822319,EVENT,DON,CB,2014,350,1,20
822322,EVENT,DON,CB,2014,350,1,20
822328,EVENT,DON,CB,2014,350,1,20
822331,EVENT,DON,CB,2014,350,1,50
822334,EVENT,DON,CB,2014,350,1,20
822337,TW,DON,CB,2014,350,1,50
822340,EVENT,DON,CB,2014,350,1,20
822343,EVENT,DON,CB,2014,350,1,20
822346,EVENT,DON,CB,2014,350,1,30
822349,EVENT,DON,CB,2014,350,1,5
822352,TW,DON,CB,2014,350,1,23
822355,EVENT,DON,CB,2014,350,1,20
822358,EVENT,DON,CB,2014,357,1,10
822361,EVENT,DON,CB,2014,357,1,10
822364,EVENT,DON,CB,2014,357,1,50
822367,EVENT,DON,CB,2014,357,1,20
822370,TW,DON,CB,2014,357,1,20
822373,EVENT,DON,CB,2014,357,1,30
822376,TW,DON,CB,2014,357,1,40
822379,EVENT,DON,CB,2014,357,1,30
822382,TW,DON,CB,2014,357,1,20
822388,EVENT,DON,CB,2014,357,1,100
822391,EVENT,DON,CB,2014,357,1,5
822394,EVENT,DON,CB,2014,357,1,20
822397,TW,DON,CB,2014,357,1,50
822403,TW,DON,CB,2014,357,1,20
822406,EVENT,DON,CB,2014,357,1,5
822409,TW,DON,CB,2014,357,1,20
822412,TW,DON,CB,2014,357,1,50
822415,TW,DON,CB,2014,357,1,300
822418,TW,DON,CB,2014,348,1,20
822421,TW,DON,CB,2014,348,1,40
822424,TW,DON,CB,2014,348,2,20
822427,EVENT,DON,CB,2014,348,1,100
822430,EVENT,DON,CB,2014,348,1,40
822433,TW,DON,CB,2014,348,1,5
822436,EVENT,DON,CB,2014,348,1,40
822439,EVENT,DON,CB,2014,348,1,10
822442,EVENT,DON,CB,2014,348,1,10
822445,EVENT,DON,CB,2014,348,1,20
822448,EVENT,DON,CB,2014,348,1,20
822451,TW,DON,CB,2014,348,1,20
822454,TW,DON,CB,2014,348,1,50
822424,TW,DON,CB,2014,348,2,20
822460,EVENT,DON,CB,2014,348,1,10
822463,TW,DON,CB,2014,348,1,50
822466,EVENT,DON,CB,2014,348,1,20
822469,TW,DON,CB,2014,348,1,20
822472,TW,DON,CB,2014,348,1,50
822475,TW,DON,CB,2014,348,1,20
822478,EVENT,DON,CB,2014,348,1,15
822481,EVENT,DON,CB,2014,348,1,50
822484,TW,DON,CB,2014,348,1,20
822487,EVENT,DON,CB,2014,348,2,16
822490,EVENT,DON,CB,2014,348,1,146
822493,TW,DON,CB,2014,348,1,20
822496,TW,DON,CB,2014,348,1,30
822499,EVENT,DON,CB,2014,348,1,20
822502,EVENT,DON,CB,2014,348,1,30
791488,TW,DON,CB,2014,348,1,100
822505,EVENT,DON,CB,2014,348,1,20
822511,EVENT,DON,CB,2014,348,1,20
822514,TW,DON,CB,2014,348,1,40
822517,EVENT,DON,CB,2014,348,1,30
822520,EVENT,DON,CB,2014,348,1,30
822523,EVENT,DON,CB,2014,348,1,30
822526,EVENT,DON,CB,2014,348,1,10
822529,EVENT,DON,CB,2014,341,1,20
822532,EVENT,DON,CB,2014,341,1,20
822535,TW,DON,CB,2014,341,1,20
822541,EVENT,DON,CB,2014,341,1,50
822544,TW,DON,CB,2014,341,1,150
822547,TW,DON,CB,2014,341,1,5
822550,EVENT,DON,CB,2014,341,1,30
822556,TW,DON,CB,2014,341,1,30
822559,EVENT,DON,CB,2014,341,1,10
822562,EVENT,DON,CB,2014,341,1,10
822565,EVENT,DON,CB,2014,341,1,20
822568,EVENT,DON,CB,2014,341,1,20
822571,TW,DON,CB,2014,341,1,50
822574,TW,DON,CB,2014,341,1,100
822577,TW,DON,CB,2014,341,1,120
822580,TW,DON,CB,2014,341,1,100
822583,TW,DON,CB,2014,341,1,20
822586,EVENT,DON,CB,2014,341,1,50
822589,EVENT,DON,CB,2014,341,1,20
822592,EVENT,DON,CB,2014,341,1,20
822595,TW,DON,CB,2014,341,1,10
822598,TW,DON,CB,2014,341,1,10
822601,EVENT,DON,CB,2014,341,1,20
822604,EVENT,DON,CB,2014,341,1,50
822610,EVENT,DON,CB,2014,355,1,50
822613,EVENT,DON,CB,2014,355,1,5
822616,EVENT,DON,CB,2014,355,1,30
822619,TW,DON,CB,2014,355,1,10
822622,EVENT,DON,CB,2014,355,1,30
822625,EVENT,DON,CB,2014,355,1,80
822628,TW,DON,CB,2014,355,1,10
822631,TW,DON,CB,2014,355,1,15
822634,EVENT,DON,CB,2014,355,1,10
822637,EVENT,DON,CB,2014,355,1,10
822643,TW,DON,CB,2014,355,1,50
822646,TW,DON,CB,2014,351,1,50
822652,EVENT,DON,CB,2014,351,1,20
822655,TW,DON,CB,2014,351,1,20
822658,TW,DON,CB,2014,351,1,20
822661,TW,DON,CB,2014,351,1,50
822664,TW,DON,CB,2014,351,1,50
822667,EVENT,DON,CB,2014,351,1,50
822670,EVENT,DON,CB,2014,351,1,10
822673,EVENT,DON,CB,2014,351,1,10
822676,TW,DON,CB,2014,351,1,50
822679,EVENT,DON,CB,2014,351,1,21
822682,EVENT,DON,CB,2014,351,1,10
754111,TW,DON,CB,2014,351,1,50
822686,TW,DON,CB,2014,351,1,20
822689,TW,DON,CB,2014,351,1,20
822692,EVENT,DON,CB,2014,351,1,50
822695,TW,DON,CB,2014,351,1,10
822698,EVENT,DON,CB,2014,351,1,10
822701,TW,DON,CB,2014,351,1,50
822704,EVENT,DON,CB,2014,351,1,100
822707,TW,DON,CB,2014,351,1,50
822713,TW,DON,CB,2014,351,1,70
822716,TW,DON,CB,2014,351,1,20
822719,EVENT,DON,CB,2014,351,1,50
822722,TW,DON,CB,2014,351,1,50
822725,TW,DON,CB,2014,351,1,100
822728,EVENT,DON,CB,2014,351,1,5
822734,TW,DON,CB,2014,351,1,20
822737,TW,DON,CB,2014,351,1,20
822740,TW,DON,CB,2014,351,1,50
822743,TW,DON,CB,2014,351,1,20
822746,TW,DON,CB,2014,351,1,10
822749,TW,DON,CB,2014,351,1,50
822752,TW,DON,CB,2014,351,1,30
822755,EVENT,DON,CB,2014,354,1,20
822758,TW,DON,CB,2014,354,1,10
822761,TW,DON,CB,2014,354,1,100
822764,EVENT,DON,CB,2014,354,1,50
822767,EVENT,DON,CB,2014,354,1,40
822770,TW,DON,CB,2014,354,1,60
822776,TW,DON,CB,2014,354,1,50
822779,TW,DON,CB,2014,354,1,20
822782,EVENT,DON,CB,2014,354,1,20
822785,EVENT,DON,CB,2014,354,1,20
822788,EVENT,DON,CB,2014,354,1,5
822791,EVENT,DON,CB,2014,354,1,20
822794,TW,DON,CB,2014,354,1,30
822797,TW,DON,CB,2014,354,1,26
822800,EVENT,DON,CB,2014,354,1,150
822803,EVENT,DON,CB,2014,354,1,20
822809,TW,DON,CB,2014,354,1,50
822812,TW,DON,CB,2014,340,1,100
822815,TW,DON,CB,2014,340,1,100
822818,EVENT,DON,CB,2014,340,1,20
822821,EVENT,DON,CB,2014,340,1,15
822824,EVENT,DON,CB,2014,340,1,20
822827,TW,DON,CB,2014,340,1,50
822830,EVENT,DON,CB,2014,340,1,50
822833,TW,DON,CB,2014,340,1,100
822839,TW,DON,CB,2014,340,1,20
822842,TW,DON,CB,2014,340,1,20
822845,TW,DON,CB,2014,340,1,20
777668,TW,DON,CB,2014,340,1,50
822848,EVENT,DON,CB,2014,340,1,10
822851,TW,DON,CB,2014,340,1,30
822854,EVENT,DON,CB,2014,340,1,20
822857,TW,DON,CB,2014,340,1,30
822860,TW,DON,CB,2014,340,1,20
822863,EVENT,DON,CB,2014,340,1,30
822866,TW,DON,CB,2014,335,1,20
822869,TW,DON,CB,2014,335,1,20
822872,EVENT,DON,CB,2014,335,1,100
822875,EVENT,DON,CB,2014,335,1,20
822878,TW,DON,CB,2014,335,1,100
822881,TW,DON,CB,2014,335,1,20
822884,TW,DON,CB,2014,335,1,60
822887,TW,DON,CB,2014,335,1,100
822893,EVENT,DON,CB,2014,335,1,20
822896,EVENT,DON,CB,2014,335,1,20
822899,EVENT,DON,CB,2014,335,1,20
822902,TW,DON,CB,2014,335,1,30
822905,TW,DON,CB,2014,335,1,20
